ReservoirName,DamType,FacilityAim,DamHeight,CrestLevel,CrestLength,ImpoundmentVolume,ImpoundmentLevel,StorageLevel,Construction,StartSuperVision,DamName,easting_m,northing_m
Lucendro,dt2,fa2,73.000000000000000,2135.250000000000000,269.000000000000000,25.000000000000000,2134.500000000000000,62.000000000000000,1947,1/1/1954,Lucendro,2685190.302000001072884,1157509.666000001132488
Luzzone,dt8,fa2,225.000000000000000,1609.000000000000000,510.000000000000000,108.000000000000000,1606.000000000000000,208.699999999999989,1963,1/1/1963,Luzzone,2716910.605999998748302,1157999.589000001549721
Maigrauge,dt5,fa2,21.680000000000000,553.299999999999955,113.500000000000000,0.600000000000000,553.080000000000041,19.300000000000001,1872,10/25/1978,Maigrauge,2579189.848000001162291,1183120.159000001847744
Malvaglia,dt8,fa2,92.000000000000000,991.600000000000023,292.000000000000000,4.100000000000000,990.000000000000000,84.000000000000000,1959,1/1/1959,Malvaglia,2721670.653999999165535,1142679.453999999910593
Mapragg,dt5,fa2,75.000000000000000,870.000000000000000,132.000000000000000,5.000000000000000,865.000000000000000,56.000000000000000,1976,1/1/1976,Mapragg,2755500.651999998837709,1201699.800999999046326
Marmorera,dt7,fa2,91.000000000000000,1684.400000000000091,400.000000000000000,62.700000000000003,1680.000000000000000,71.299999999999997,1954,1/1/1954,Marmorera (Castiletto),2768340.901999998837709,1153269.578000001609325
Mattenalp,dt5,fa2,25.000000000000000,1877.500000000000000,141.000000000000000,1.850000000000000,1875.200000000000045,21.199999999999999,1950,1/1/1954,Mattenalp,2661030.346999999135733,1164959.798999998718500
Mattmark,dt7,fa2,117.000000000000000,2204.000000000000000,780.000000000000000,101.000000000000000,2197.000000000000000,120.000000000000000,1967,1/1/1967,Mattmark,2640259.364999998360872,1099849.530999999493361
Mauvoisin,dt8,fa2,250.000000000000000,1976.000000000000000,520.000000000000000,210.000000000000000,1975.000000000000000,250.000000000000000,1957,1/1/1957,Mauvoisin,2593039.252999998629093,1094060.041000001132488
Melchsee,dt7,fa2,16.000000000000000,1895.000000000000000,295.000000000000000,2.730000000000000,1893.299999999999955,8.600000000000000,1958,1/1/1958,Melchsee,2663200.548000000417233,1180469.756999999284744
Meretschisee Oberer,dt7,fa2,4.000000000000000,2361.000000000000000,70.000000000000000,0.200000000000000,2360.500000000000000,3.500000000000000,1927,1/1/1954,"Meretschisee, Oberer",2616419.488000001758337,1122779.932999998331070
Meretschisee Unterer,dt7,fa2,5.450000000000000,2307.400000000000091,80.000000000000000,0.200000000000000,2306.500000000000000,4.500000000000000,1927,1/1/1954,"Meretschisee, Unterer",2616769.500999998301268,1123079.934999998658895
Moiry,dt8,fa2,148.000000000000000,2250.000000000000000,610.000000000000000,76.700000000000003,2249.000000000000000,147.000000000000000,1958,1/1/1958,Moiry,2610199.342000000178814,1109499.638999998569489
Molina,dt5,fa2,54.000000000000000,692.600000000000023,93.000000000000000,0.810000000000000,686.750000000000000,36.700000000000003,1951,1/1/1954,Molina,2728840.583999998867512,1125399.164000000804663
Montsalvens,dt8,fa2,52.000000000000000,802.299999999999955,110.000000000000000,12.600000000000000,800.799999999999955,49.600000000000001,1920,1/1/1954,Montsalvens,2576549.697000000625849,1162390.102000001817942
Mottec,dt7,fa2,11.000000000000000,1562.000000000000000,689.000000000000000,0.150000000000000,1561.000000000000000,11.000000000000000,1958,1/1/1957,Motec,2614159.449999999254942,1111299.693999998271465
Mühlebach,dt7,fa1,10.150000000000000,326.149999999999977,225.000000000000000,0.200000000000000,325.000000000000000,10.199999999999999,2007,1/1/2007,Mühlebach,2606900.451000001281500,1265100.583000000566244
Mühleberg,dt5,fa2,29.000000000000000,491.939999999999998,250.000000000000000,21.000000000000000,480.839999999999975,20.539999999999999,1920,7/10/1972,Mühleberg,2588310.085999999195337,1202000.188000001013279
Murgsee,dt5,fa2,5.000000000000000,1819.470000000000027,46.000000000000000,1.240000000000000,1819.470000000000027,4.470000000000000,1925,1/1/1954,Murgsee Mitte,2730560.741999998688698,1211179.728000000119209
Murgsee,dt5,fa2,3.000000000000000,1819.799999999999955,46.000000000000000,1.240000000000000,1819.470000000000027,4.470000000000000,1925,1/1/1954,Murgsee Nord,2730680.738000001758337,1211289.721999999135733
Murgsee,dt5,fa2,3.000000000000000,1820.450000000000045,20.000000000000000,1.240000000000000,1819.470000000000027,4.470000000000000,1925,1/1/1954,Murgsee Süd,2730550.743999999016523,1211089.732999999076128
Murgsee,dt7,fa2,2.000000000000000,1820.440000000000055,25.000000000000000,1.240000000000000,1819.470000000000027,4.470000000000000,1925,1/1/1954,Murgsee Süddamm,2730540.745000001043081,1211069.734000001102686
Muslen,dt5,fa2,29.000000000000000,608.200000000000045,55.000000000000000,0.080000000000000,606.200000000000045,24.899999999999999,1908,1/1/1954,Muslen,2728650.787999998778105,1222399.785999998450279
Muttsee,dt5,fa2,37.000000000000000,2476.000000000000000,1025.000000000000000,16.600000000000001,2474.599999999999909,35.000000000000000,2015,5/14/2009,Muttsee,2721110.684000000357628,1191509.603000000119209
Nagens,dt7,fa7,13.500000000000000,1953.500000000000000,562.000000000000000,0.205000000000000,1952.450000000000045,11.550000000000001,2006,1/1/2008,Nagens,2737160.668999999761581,1191109.712999999523163
Nalps,dt8,fa2,127.000000000000000,1909.700000000000045,480.000000000000000,45.000000000000000,1908.000000000000000,118.000000000000000,1962,1/1/1962,Nalps,2701300.399999998509884,1166139.638000000268221
Naret,dt8,fa2,80.000000000000000,2311.000000000000000,435.000000000000000,31.600000000000001,2310.000000000000000,75.000000000000000,1969,1/1/1970,Naret I,2687070.136999998241663,1148379.594999998807907
Naret,dt5,fa2,45.000000000000000,2311.000000000000000,260.000000000000000,31.600000000000001,2310.000000000000000,75.000000000000000,1969,1/1/1970,Naret II,2687270.131999999284744,1148099.589999999850988
Niederried,dt1,fa2,15.000000000000000,462.500000000000000,80.000000000000000,1.670000000000000,461.139999999999986,9.320000000000000,1963,1/1/2015,Niederried,2584975.092000000178814,1205815.274999998509884
Oberaar,dt5,fa2,104.000000000000000,2304.599999999999909,526.000000000000000,63.649999999999999,2303.000000000000000,93.000000000000000,1953,1/1/1954,Oberaar,2663960.166000001132488,1155519.730000000447035
Oberems,dt4,fa2,11.000000000000000,1370.000000000000000,176.000000000000000,0.025000000000000,1368.799999999999955,11.550000000000001,1927,1/1/1954,Oberems,2619359.620000001043081,1125719.965999998152256
Obermatt,dt7,fa2,16.000000000000000,661.500000000000000,370.000000000000000,0.120000000000000,659.500000000000000,14.500000000000000,1962,1/1/1962,Obermatt,2671100.635000001639128,1188609.728999998420477
Orden,dt8,fa1,42.000000000000000,1788.250000000000000,171.000000000000000,1.670000000000000,1786.500000000000000,34.500000000000000,1971,1/1/1971,Orden,2773391.048000000417233,1140349.534000001847744
Othmarhang,dt7,fa7,13.800000000000001,2674.000000000000000,148.000000000000000,0.065000000000000,2672.300000000000182,19.899999999999999,2000,1/1/2000,Othmarhang,2636549.396000001579523,1103129.587999999523163
Ova Spin,dt8,fa2,73.000000000000000,1633.500000000000000,130.000000000000000,7.390000000000000,1630.000000000000000,60.000000000000000,1968,1/1/1968,Ova Spin,2806990.975999999791384,1173229.977000001817942
